Id;Titulo;Consola;America;Europa;Japon;Otro
3903;Tiger Woods PGA Tour 2005;GameBoy Color;2,05;0,52;2,19;2,09
3904;Tiger Woods PGA Tour 2005;XBox;2,68;1,6;2,97;0,05
3905;J-League Pro Soccer Club o Tsukurou!;Sega Dreamcast;1,41;0,98;1,85;0,74
3906;Blast Corps;Nintendo 64;3,63;2,71;2,78;2,49
3907;Scaler;XBox;1,72;2,01;1,9;0,23
3908;Ninja Gaiden Black;XBox;2,91;2,6;1,47;0,32
3909;The Activision Decathlon;Atari 2600;2;1,05;0,5;0,64
3910;Castlevania: Legacy of Darkness;Nintendo 64;3,61;3,41;3,85;3
3911;Uchi no 3 Shimai DS;Nintendo DS;0,08;1,94;2,04;1,96
3912;Trials Fusion;XBox One;0,17;2,1;2,17;2,19
3913;Fire ProWrestling S: 6Men Scramble;Sega Saturn;1,76;0,93;1,29;0,26
3914;Gears of War: Ultimate Edition;XBox One;0,22;2,16;2,32;2,25
3915;Bloody Roar: Primal Fury;GameBoy Color;2,43;0,09;1,93;2,12
3916;DS Uranai Seikatsu;Nintendo DS;0,79;2,07;2,52;2,68
3917;Teenage Mutant Ninja Turtles 2: Battle Nexus;XBox;3,36;3,08;1,68;0,23
3918;Bugs Bunny: Lost in Time;PlayStation;2,6;1,8;0,06;1,17
3919;FIFA Soccer 10;XBox 360;2,6;1,98;1,79;1,88
3920;The Cheetah Girls: Pop Star Sensations;Nintendo DS;0,2;2,37;2,89;2,01
3921;NASCAR 98;PlayStation;2,33;1,99;0,08;2,5
3922;Fable;XBox;2,16;2,06;2,52;0,33
3923;Dogz;Nintendo DS;0,51;2,03;2,61;1,63
3924;Kouchuu Ouja Mushi King;GameBoy Advance;1,67;2,32;1,94;1,62
3925;Chocobo Racing;PlayStation;1;1,75;0,38;3,12
3926;Jeopardy!;Nintendo 64;3,04;2,72;2,97;2,96
3927;NBA Jam 2000;Nintendo 64;3,33;4;3,48;3,17
3928;Wasteland 2;XBox One;0,15;2,31;2,52;1,7
3929;Congo Bongo;Atari 2600;1,8;0,46;0,8;0,69
3930;Grooverider: Slot Car Thunder;GameBoy Color;1,91;0,06;2,45;1,25
3931;EA Playground;Nintendo DS;0,04;2,33;3,11;1,7
3932;Goat Simulator;XBox One;0,01;2,24;1,96;2,46
3933;Bratz Ponyz;Nintendo DS;0,5;1,76;1,7;0,74
3934;Sega GT;Sega Dreamcast;0,92;1,07;1,47;1,12
3935;Hot Wheels: Battle Force 5;Nintendo Wii;1,87;2,53;1,25;2,35
3936;Bass Hunter 64;Nintendo 64;3,1;2,79;3,69;2,9
3937;Paper Mario;Nintendo 64;3,52;2,51;3,66;3,67
3938;ZhuZhu Pets: Quest for Zhu;Nintendo DS;0,19;2,53;1,99;1,17
3939;Momotaro Douchuuki;Sega Saturn;2,33;1,64;1,32;0,55
3940;Far Cry Instincts Evolution;XBox;1,79;2,67;2,44;0,05
3941;Chou-Kuukan Night Pro Yakyuu King (weekly JP sales);Nintendo 64;2,72;2,99;3,14;2,93
3942;Watch Dogs;XBox One;0,06;2,38;1,88;2,33
3943;Worms World Party;GameBoy Advance;1,31;1,85;2,43;1,42
3944;Stake: Fortune Fighters;XBox;2,47;2,04;2,12;0,18
3945;Desire;Sega Saturn;1,76;1,94;1,63;0,18
3946;Bio FREAKS;PlayStation;2,79;2,84;0,1;1,89
3947;Aquaman: Battle for Atlantis;GameBoy Color;2,94;0,19;2,55;2,12
3948;Tiger Woods PGA Tour 2003;GameBoy Color;1,7;0,37;2,24;1,73
3949;High Rollers Casino;XBox;2,97;2,17;1,21;0,14
3950;Duel Masters: Kaijudo Showdown;GameBoy Advance;1,1;2,15;2,21;2,98
3951;Tom Clancy's Rainbow Six: Rogue Spear;PlayStation;2,69;2,09;1,07;1,25
3952;Major League Baseball 2K11;Nintendo Wii;2,28;2,39;2,55;1,58
3953;Kabuki Warriors;XBox;2,41;1,67;1,93;0,24
3954;Dance Dance Revolution 2nd ReMIX;PlayStation;1,56;2,09;0,1;2,33
3955;Spyro 2: Season of Flame;GameBoy Advance;1,88;1,86;1,63;1,91
3956;Star Ocean;Super Nintendo;1,82;1,72;3,33;0,83
3957;Exhibition Volume 6;XBox;2,04;2,51;2,74;0,06
3958;Super Bomberman 3;Super Nintendo;1,8;0,95;3,78;1,31
3959;J-League Pro Soccer Club wo Tsukurou! 2;Sega Saturn;1,33;1,77;1,84;0,25
3960;Virtua Striker 2;Sega Dreamcast;1,26;0,68;1,52;0,44
3961;Disney's The Jungle Book;GameBoy Advance;1,23;2,55;2,45;1,92
3962;Game & Watch Gallery 2;GameBoy;2,94;0,87;2,32;0,28
3963;Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005;GameBoy Advance;1,96;1,63;1,77;2,15
3964;Seiken Densetsu 3;Super Nintendo;1,86;1,46;3,61;0,85
3965;Dragon Ball Z for Kinect;XBox 360;1,82;3,03;2,13;1,88
3966;Bridge;Atari 2600;2,1;1,1;0,61;0,19
3967;The Hobbit;GameBoy Advance;1,96;2,43;2,34;2,26
3968;ESPN NHL Hockey;XBox;2,26;2,95;2,2;0,09
3969;Madden NFL 16;XBox One;0,1;1,77;2,71;2,51
3970;Midway Arcade Treasures 3;GameBoy Color;1,68;0,2;1,58;2,47
3971;Vexx;GameBoy Color;2,2;0,02;2,19;1,56
3972;Disney's Chip 'n Dale: Rescue Rangers;Nintendo;2,97;3,31;0,01;0,21
3973;Dragon Quest VI: Realms of Revelation;Nintendo DS;0,25;1,41;2,17;2,94
3974;Resident Evil 5;XBox 360;1,81;2,07;1,72;2,46
3975;Shrek Smash n' Crash Racing;GameBoy Color;2,36;0,43;3,37;1,04
3976;Tom Clancy's Ghost Recon;XBox;2,35;2;2,45;0,19
3977;Mini Desktop Racing;Nintendo Wii;2,41;2,62;1,46;2,25
3978;Vanishing Point;PlayStation;1,31;1;0,24;1,72
3979;Akko ni Omakase! Brain Shock;Nintendo DS;0,35;2,24;2,5;2,16
3980;Defender;Atari 2600;1,15;0,64;0,85;0,72
3981;Harry Potter: Quidditch World Cup;XBox;2,46;2,37;1,87;0,42
3982;Need for Speed Rivals;XBox One;0,03;1,88;2,32;2,43
3983;Tom Clancy's Splinter Cell: Pandora Tomorrow;GameBoy Color;1,53;0,12;1,83;2,42
3984;Konductra;Nintendo DS;0,58;2,22;2,07;2,15
3985;Super Mario Bros.: The Lost Levels;Nintendo;3,19;3,1;0,13;0,04
3986;Super Mario Strikers;GameBoy Color;2,36;0,39;2,75;1,38
3987;Dead or Alive Ultimate;XBox;1,32;2,01;2,02;0,09
3988;Where's Waldo? The Fantastic Journey;Nintendo Wii;2,22;3,09;1,89;2,2
3989;Super Robot Taisen F;Sega Saturn;2,1;1,86;1,21;0,29
3990;Samurai Shodown: Warrios Rage;PlayStation;2,19;1,32;0,69;2,46
3991;Riven: The Sequel to Myst;PlayStation;1,77;2,23;0,04;2,33
3992;Tales of Graces;Nintendo Wii;1,81;2,95;1,48;1,27
3993;Gauntlet: Dark Legacy;GameBoy Color;2,24;0,07;2,26;1,6
3994;DS Kageyama Method: Dennou Hanpuku - Tadashii Kanji Kakitori-Kun;Nintendo DS;0,37;2,08;2,93;2,52
3995;Tigger's Honey Hunt;Nintendo 64;3,66;2,72;3,1;2,85
3996;Dreamer Series: Top Model;Nintendo DS;0,26;2,23;1,65;2,15
3997;American Chopper 2: Full Throttle;GameBoy Color;2,18;0,19;2,72;2,23
3998;The Legend of Zelda: Oracle of Seasons;GameBoy;3,01;0,33;2,38;0,01
3999;The Next Tetris;PlayStation;2;1,58;0,55;2,79
4000;Rosco McQueen: Firefighter Extreme;PlayStation;2,31;2,69;0,6;3,08
4001;Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai masuu;Nintendo DS;0,03;2,53;1,28;2,37
4002;Disney's Tarzan;Nintendo 64;3,12;3,45;2,67;2,54
4003;Don King Boxing;Nintendo DS;0,48;2,23;2,78;2,2
4004;Saban's Power Rangers: Lightspeed Rescue;PlayStation;1,71;1,84;0,96;1,89
4005;LifeSigns: Surgical Unit;Nintendo DS;0,29;2,75;1,95;2,88
4006;The Guy Game;XBox;1,86;1,99;2,57;0,06
4007;Virtual Pro Wrestling;PlayStation;0,92;2,47;0,01;1,7
4008;Virtua Fighter CG Portrait Series Vol.3: Akira Yuki;Sega Saturn;2,52;1,24;1,75;0,22
4009;Ultra Street Fighter IV;PlayStation 4;1,63;2,12;2;2,27
4010;Resident Evil;Sega Saturn;2,16;2,21;1,33;0,2
4011;Disney's Magical Quest 2 Starring Mickey and Minnie;GameBoy Advance;1,08;2,42;1,57;1,85
4012;SD Gundam: Gashapon Wars;GameBoy Color;1,81;0,22;2,72;2,4
4013;Street Hoops;XBox;2,62;1,62;2,2;0,29
4014;Castlevania;Nintendo 64;3,45;3,39;2,32;2,67
4015;Call of Duty: Advanced Warfare;PlayStation 4;1,38;2,69;1,72;1,86
4016;Dragon Age: Inquisition;XBox One;0,41;1,78;2,26;2,25
4017;Super R-Type;Super Nintendo;1,78;1,89;3,03;1,06
4018;Medarot 3: Kabuto / Kuwagata Version;GameBoy;1,74;0,08;2,52;0,33
4019;Disney's Chicken Little;GameBoy Color;1,77;0,28;1,99;1,96
4020;Virtua Fighter CG Portrait Series Vol.2: Jacky Bryant;Sega Saturn;1,54;1,76;1,96;0,52
4021;Princess on Ice;Nintendo DS;0,35;3,09;2,57;2,55
4022;SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen;Nintendo DS;0,07;2,68;1,72;2,48
4023;Ganbare Goemon! Karakuri Douchuu;Nintendo;3,37;3,39;0,19;0,12
4024;Virtua Fighter CG Portrait Series Vol.6: Lau Chan;Sega Saturn;1,4;1,68;1,84;0,12
4025;Go Go Ackman 3;Super Nintendo;0,66;1,48;3,7;1,56
4026;Overwatch;XBox One;1,08;1,75;2,25;2,04
4027;Don Bradman Cricket 14;XBox One;0,16;2,28;2,42;1,01
4028;Burnout 3: Takedown;XBox;1,59;2,42;2,16;0,01
4029;MVP Baseball 2004;XBox;2,49;1,23;2,96;0,13
4030;BloodRayne;GameBoy Color;2,12;0,14;1,86;2,03
4031;Hamtaro: Ham-Ham Games;GameBoy Advance;2,12;2,33;3,3;1,19
4032;Crash Tag Team Racing;XBox;2,24;2,43;1,51;0,09
4033;Pong / Asteroids / Yars' Revenge;GameBoy Advance;1,41;2,33;1,72;1,94
4034;Super Famista 5;Super Nintendo;2,31;2,34;2,87;1,32
4035;Alleyway;GameBoy;2,27;0,18;2,25;0,05
4036;Shrek Super Party;GameBoy Color;1,81;0,36;2,31;2,32
4037;Tetris;GameBoy;2,31;0,14;2,38;0,25
4038;Crime Scene;Nintendo DS;0,48;2,22;1,79;1,18
4039;Tony Hawk's Pro Skater 2x;XBox;1,42;1,77;2,11;0,06
4040;Hamster Club 3;GameBoy Advance;1,97;1,59;1,83;2,34
4041;Final Fantasy Crystal Chronicles: The Crystal Bearers;Nintendo Wii;2,61;2,73;2,07;2,09
4042;Warriors Orochi 3;XBox One;0,27;2,79;2,34;1,97
4043;RealSports Football;Atari 2600;1,93;1;1,14;0,62
4044;Spec Ops: Ranger Elite;PlayStation;2,93;1,96;0,11;2,8
4045;HBO Boxing;PlayStation;1,86;2,08;0,08;1,39
4046;Obscure;XBox;2,2;1,9;3,23;0,23
4047;Forza Horizon 2;XBox One;0,28;2,52;1,72;2,24
4048;Turok 2: Seeds of Evil;Nintendo 64;3,19;3,68;3,89;3,09
4049;Rock Band 4;PlayStation 4;1,96;2,62;1,17;2,68
4050;Project Overkill;PlayStation;2,39;1,75;0,44;1,42
4051;Bratz: Forever Diamondz;GameBoy Color;1,02;0,03;2,19;2,46
4052;Face Training;Nintendo DS;0,55;1,11;1,71;2,6
4053;Tom Clancy's The Division;XBox One;0,41;1,6;2,63;1,96
4054;Re-Volt;Nintendo 64;2,77;3,41;3,48;3,64
4055;Young Justice: Legacy;XBox 360;1,21;2,01;2,09;2,14
4056;Barbie Horse Adventures: Riding Camp;Nintendo Wii;2,09;2,74;1,15;2,37
4057;3D Lemmings;PlayStation;2;1,65;0,07;2,99
4058;Shin Megami Tensei NINE;XBox;2;1,89;2,34;0,55
4059;Paws & Claws: Pet Resort;GameBoy Advance;1,38;1,64;1,93;1,75
4060;Myth Makers: Orbs of Doom;Nintendo Wii;2,67;2,81;1,33;1,79
4061;Kirarin * Revolution: Mezase! Idol Queen;Nintendo DS;0,63;1,23;3,04;2,07
4062;Final Fantasy VII;PlayStation;2,15;1,71;0,42;1,67
4063;SSX On Tour;XBox;2,44;1,89;1,45;0,08
4064;Star Soldier: Vanishing Earth;Nintendo 64;3,06;3,12;2,87;3,25
4065;F1 2015;XBox One;0,23;2,24;2,29;2,23
4066;NCAA College Basketball 2K3;XBox;1,78;1,64;2,26;0,76
4067;Blaster Master: Blasting Again;PlayStation;1,82;3;0,08;2,62
4068;Pro Evolution Soccer 2014;XBox 360;2,54;3,08;1,24;2,02
4069;Mario & Luigi: Partners in Time;Nintendo DS;0,01;1,68;2,77;3,24
4070;Lunar 2: Eternal Blue;Sega Saturn;2,36;0,6;1,31;0,06
4071;UEFA Euro 2008 Austria-Switzerland;XBox 360;1,46;1,92;1,82;2,94
4072;Backyard Sports Football: Rookie Rush;Nintendo DS;0,53;1,26;1,84;1,98
4073;Fighter Within;XBox One;0,01;2,16;2,23;1,65
4074;Forza Horizon 3;XBox One;0,05;2,8;2,07;2,25
4075;Super Smash Bros. Melee;GameBoy Color;2,64;0,05;2,27;2,19
4076;ScrapLand;XBox;2,28;2,08;2,13;0,01
4077;Disney's Hercules / Disney's The Jungle Book: Groove Party / A Bug's Life;PlayStation;2;1,51;0,2;3,08
4078;Dave Mirra Freestyle BMX 3;GameBoy Advance;1,76;1,8;2,17;1,32
4079;MX SuperFly featuring Ricky Carmichael;XBox;1,98;1,63;2,16;0,17
4080;Xena: Warrior Princess - The Talisman of Fate;Nintendo 64;2,89;3,26;2,8;2,86
4081;Major League Baseball 2K8;Nintendo Wii;2,19;2,19;2,2;2,77
4082;Seaman;Sega Dreamcast;0,89;0,72;1,9;0,9
4083;River City Super Sports Challenge;Nintendo DS;0,64;1,5;1,63;0,97
4084;Mawashite Tsunageru Touch Panic;Nintendo DS;0,05;1,9;1,94;2,05
4085;Final Fantasy Crystal Chronicles: Ring of Fates;Nintendo DS;0,5;1,74;2,24;1,31
4086;Championship Surfer;PlayStation;2,87;2,54;0,45;1,69
4087;The Weakest Link;PlayStation;1,36;2,19;0,16;2,06
4088;Sega Rally Championship;Sega Saturn;1,02;2,01;2,03;0,21
4089;Pokemon Pinball;GameBoy;2,07;0,05;2,7;0,54
4090;GoldenEye 007;Nintendo 64;2,77;2,62;3,56;1,75
4091;Stuntman;GameBoy Advance;1,77;3,34;2,11;3,27
4092;Spec Ops: Airborne Commando;PlayStation;2,46;1,62;0,12;1,72
4093;Brothers in Arms: Hell's Highway;XBox 360;2;2,71;2,36;2,25
4094;Yoshi Topsy-Turvy;GameBoy Advance;0,96;1,63;1,79;2,14
4095;Metroid;Nintendo;3,48;2,67;0,07;0,04
4096;The Legend of Zelda: Twilight Princess;GameBoy Color;2,07;0,01;2,35;1,45
4097;Porky's;Atari 2600;2,13;1,4;1,14;1,54
4098;Clock Tower: The First Fear;PlayStation;1,23;1,4;0,09;1,32
4099;Dino Crisis 2;PlayStation;2,62;1,53;0,05;1,56
4100;Harry Potter and the Prisoner of Azkaban;GameBoy Color;1,78;0,14;1,77;1,62
4101;Space Channel 5: Ulala's Cosmic Attack;GameBoy Advance;1,78;2,72;1,87;2,4
4102;IHRA Drag Racing 2004;XBox;1,87;1,5;1,77;0,08
4103;Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjyouki;Super Nintendo;2,15;1,81;3,02;1,59
4104;Arctic Tale;Nintendo DS;0,08;1,41;1,73;2,25
4105;Petz Pony: Beauty Pageant;Nintendo DS;0,28;1,13;3;2,59
4106;Sin and Punishment;Nintendo 64;3,49;3,28;3,42;3,63
4107;4 Nin uchi Mahjong;Nintendo;3,1;3,69;0,17;0,04
4108;Are You Smarter than a 5th Grader? Make the Grade;Nintendo DS;0,24;2,51;1,88;1,56
4109;Vampire Knight DS;Nintendo DS;0,56;2,24;1,14;1,71
4110;Virtua Fighter CG Portrait Series Vol.1: Sarah Bryant;Sega Saturn;1,65;2,5;2,04;0,28
4111;Dreamworks Madagascar Kartz;Nintendo Wii;2,62;2,5;2,33;2,24
4112;Crash of the Titans;XBox 360;2,63;2,45;2,78;1,52
4113;Call Of Duty 2: Big Red One;GameBoy Color;2,07;1,61;2,11;1,56
4114;The Legend of Zelda: A Link to the Past;Super Nintendo;1,75;1,43;3,56;1,51
4115;Star Wars: Jedi Power Battles;GameBoy Advance;1,74;2,07;1,49;2,29
4116;Rock Band Track Pack Volume 1;Nintendo Wii;1,32;2,22;1,87;1,39
4117;Laser Blast;Atari 2600;2,13;0,76;1,12;1,02
4118;MX vs. ATV Supercross Encore;XBox One;0,11;1,66;2,73;2,32
4119;Snood 2: On Vacation;GameBoy Advance;1,6;2,14;2,15;2,75
4120;Prison Architect;PlayStation 4;1,74;1,88;1,06;2,82
4121;Yoru no Nai Kuni;PlayStation 4;1,48;2,43;1,4;2,47
4122;SimCity 2000;Sega Saturn;2,12;1,6;1,41;0,32
4123;Dance Dance Revolution (North America);PlayStation;1,5;1,67;0,08;2,56
4124;Casper's Scare School: Classroom Capers;Nintendo DS;0,15;1,9;2,04;1,78
4125;Sacred 3;XBox 360;2,73;1,44;2,24;2,16
4126;Mortal Kombat X;XBox One;0,06;1,93;2,47;1,96
4127;Center Ring Boxing;Sega Saturn;2,06;1,95;2,31;0,34
4128;Titanfall;XBox One;0,56;2,03;1,41;2,76
4129;Volleyball;Nintendo;3,14;3,34;0,19;0,19
4130;Harvest Moon: Magical Melody;GameBoy Color;2,73;0,05;1,78;2,82
4131;Rampage 2: Universal Tour;Nintendo 64;4,14;3,12;3,37;3,81
4132;Buffy the Vampire Slayer;XBox;1,6;2,2;2,14;0,13
4133;Mega Man Zero 4;GameBoy Advance;2,25;1,51;2,24;1,83
4134;Kung Fu Panda;Nintendo DS;0,01;1,71;1,16;1,81
4135;Let's Dance with Mel B;XBox 360;1,91;2,66;2,25;1,72
4136;LEGO Marvel's Avengers;PlayStation 4;2,41;3,27;2,22;1,75
4137;Pac-Man Player's Choice Bundle;GameBoy Color;2,47;0,15;1,35;2,19
4138;Romancing SaGa;Super Nintendo;1,88;1,75;2,31;0,76
4139;Middle-Earth: Shadow of Mordor;PlayStation 4;2,73;2,1;1,82;1,76
4140;Otomedius Gorgeous;XBox 360;2,18;1,42;2,33;1,68
4141;Medabots: Metabee;GameBoy Advance;1,77;2,81;1,97;2,72
4142;Battlebots: Design & Destroy;GameBoy Advance;2,08;2,05;1,68;2,34
4143;NBA Live 99;PlayStation;1,57;2,29;0,12;2,37
4144;Agatha Christie's The ABC Murders;PlayStation 4;2,89;3,01;1,84;1,58
4145;Lizzie McGuire 2: Lizzie Diaries;GameBoy Advance;1,85;2,74;1,06;1,9
4146;Tim Burton's The Nightmare Before Christmas: The Pumpkin King;GameBoy Advance;0,92;2,6;2,13;2,38
4147;F-1 Grand Prix;Super Nintendo;1,82;1,9;3,16;0,67
4148;Madden NFL 13;XBox 360;2,7;1,51;2;2,8
4149;Gundam Battle Online;Sega Dreamcast;0,98;0,72;1,8;0,47
4150;Cyberia;PlayStation;1,22;1,01;0,72;2,29
4151;NFL Quarterback Club 2000;Nintendo 64;3,04;2,61;3,26;3,51
4152;High Velocity: Mountain Racing Challenge;Sega Saturn;2,28;2,61;2,53;0,21
4153;Zack & Wiki: Quest for Barbaros' Treasure;Nintendo Wii;1,8;2,87;2,5;2,16
4154;SSX On Tour;GameBoy Color;2,12;0,02;1,63;1,99
4155;Imagine: Fashion Designer New York;Nintendo DS;0,45;2,59;1,59;1,72
4156;4 Game Fun Pack: Monopoly / Boggle / Yahtzee / Battleship;Nintendo DS;0,05;2,54;1,76;1,65
4157;Let's Ride! Dreamer;GameBoy Advance;1,71;1,64;2,35;2,81
4158;50 Cent: Bulletproof;XBox;2,13;2,05;1,42;0,03
4159;Tom Clancy's Ghost Recon Advanced Warfighter 2;XBox 360;2,01;2,26;2,35;3,41
4160;Small Soldiers;PlayStation;2,2;1,88;0,07;1,42
4161;Groovin' Blocks;Nintendo Wii;1,72;2,95;1,95;1,66
4162;Yu-Gi-Oh! Duel Monsters;GameBoy;2,7;0,15;2,17;0,27
4163;NHL 2003;XBox;1,94;2,48;2,28;0,36
4164;The Elder Scrolls III: Morrowind;XBox;2,34;1,12;2,39;0,12
4165;OutRun 2;XBox;2,26;2,28;2,35;0,1
4166;Tony Hawk's Underground 2;GameBoy Color;1,37;0,36;2,58;2,22
4167;Rapid Reload;PlayStation;2,15;2,14;0,47;1,36
4168;WipEout 3;PlayStation;1,24;2,72;0,07;1,61
4169;Dr. Muto;GameBoy Color;2,95;0,03;2,34;1,77
4170;Rush Hour;PlayStation;2,37;2,66;0,28;2,45
4171;Crazy Chicken: Pharaoh's Treasure;Nintendo DS;0,02;2,32;1,77;1,71
4172;J-League Jikkyou Winning Eleven 3;PlayStation;2,48;2,08;0,04;2,47
4173;Summer Athletics: The Ultimate Challenge (Others sales);Nintendo Wii;1,91;2,33;2,65;2,01
4174;Case Closed: One Truth Prevails;Nintendo Wii;1,48;2,11;2,3;1,71
4175;Hot Wheels World Race;GameBoy Color;2,41;0,18;2,34;2,02
4176;NFL Street;GameBoy Color;1,51;0,09;2,17;1,59
4177;Smashing Drive;XBox;2,07;2,12;2,41;0,99
4178;Hamtaro: Ham-Hams Unite!;GameBoy;2,01;0,12;1,87;0,22
4179;Virtual Pool 64;Nintendo 64;2,83;2,16;2,99;3,49
4180;Wizardry VI: Bane of the Cosmic Forge;Super Nintendo;2,54;1,86;3,48;2,05
4181;Tennis Masters Series 2003;XBox;2,76;2,48;2,05;0,03
4182;Ghost Squad;Nintendo Wii;2,2;2,15;2,31;1,51
4183;Need for Speed: Most Wanted;GameBoy Color;2,55;0,52;1,79;2,38
4184;Hot Wheels: Beat That!;Nintendo Wii;2,79;2,83;2,23;2,5
4185;Galileo;Nintendo DS;0,42;2;2,29;1,96
4186;Condemned 2: Bloodshot;XBox 360;1,5;2,19;2,11;3,17
4187;Skylanders: SuperChargers;PlayStation 4;1,56;1,27;0,96;3,05
4188;Star Wars Episode I Racer;Nintendo 64;3,64;2,99;3,06;3,75
4189;Yu Yu Hakusho: Tournament Tactics;GameBoy Advance;1,78;1,87;1,52;2,01
4190;Guitar Freaks;PlayStation;2,27;2,07;0,03;1,37
4191;Rocksmith 2014;XBox One;0,26;1,66;2,43;1,52
4192;Harukanaru Augusta 2: Masters;Super Nintendo;2,74;2,54;3,21;1,31
4193;Lego Batman 3: Beyond Gotham;XBox One;0,07;1,87;2,23;3,34
4194;Kidou Senshi Gundam: Giren no Yabou;Sega Saturn;1,72;2,33;1,21;0,21
4195;My Spanish Coach;Nintendo DS;0,16;2,22;1,5;2,21
4196;Alien: Isolation;XBox One;0,08;2,01;2,56;2,07
4197;FIFA Soccer 64;Nintendo 64;3,05;2,78;3,24;3,44
4198;Derby Tsuku: Derby Uma o Tsukurou!;Sega Dreamcast;1,15;0,91;1,14;0,89
4199;Dance Dance Revolution Ultramix 3;XBox;2,2;2,13;1,45;0,15
4200;Medabots: Infinity;GameBoy Color;1,95;0,06;1,56;2,31
4201;Super Adventure Island;Super Nintendo;1,37;1,62;3;1,37
4202;Rumble Roses XX;XBox 360;1,84;2,46;2,46;3,32
4203;Catherine;XBox 360;1,73;1,98;2,04;2,51
4204;LEGO Pirates of the Caribbean: The Video Game;XBox 360;2,49;1,55;2,78;2,13
4205;Sniper Elite 3;XBox One;0,53;2,68;2,15;2,16
4206;Sakura Wars;Sega Dreamcast;1,29;0,7;1,88;1,43
4207;Derby Stallion 96;Super Nintendo;1,77;1,04;3,07;1,1
4208;BMX XXX;XBox;2,04;1,67;2,53;0,39
4209;Far Cry: Primal;PlayStation 4;2,4;2,4;1,29;2,98
4210;Mario Golf;Nintendo 64;3,5;3,54;3,45;3,53
4211;Band Hero;XBox 360;1,84;2,1;1,68;2,7
4212;Madden NFL 08;Nintendo Wii;2,19;2,79;1,8;2,74
4213;Phantasy Star Online;Sega Dreamcast;1,55;0,66;1,98;0,77
4214;Rampage World Tour;PlayStation;2,22;1,79;0,91;2,74
4215;Sudoku Gridmaster (JP sales);Nintendo DS;0,59;2,83;2,52;2,3
4216;Battlezone: Rise of the Black Dogs;Nintendo 64;3,56;2,7;3,76;2,79
4217;Daytona USA Championship Circuit Edition;Sega Saturn;1,77;2,51;2,05;0,12
4218;Luxor 3;Nintendo Wii;1,41;3,52;1,96;2,23
4219;The Incredible Hulk: Ultimate Destruction;GameBoy Color;2,03;0,11;2,43;1,91
4220;MTV Music Generator 3: This Is the Remix;XBox;2,24;2,46;2,48;0,11
4221;NHL Rock the Rink;PlayStation;2,28;1,33;0,02;2,26
4222;Call of Cthulhu: Dark Corners of the Earth;XBox;2,64;1,65;1,92;0,26
4223;Just Sing! Vol. 2;Nintendo DS;0,18;2,46;1,64;2,38
4224;SRS: Street Racing Syndicate;GameBoy Color;2,46;0,1;2,19;2,89
4225;Peter Jackson's King Kong: The Official Game of the Movie;XBox 360;1,8;2,28;2,94;2,21
4226;Samurai Warriors: Katana;Nintendo Wii;1,96;3,16;1,79;2,82
4227;Board Game: Top Shop;PlayStation;2,43;2,22;0,14;1,36
4228;Pirates vs Ninja Dodgeball;Nintendo Wii;1,68;3;2,79;1,39
4229;Rocket League;XBox One;0,29;2,28;2,62;1,89
4230;The Legend of Zelda: Link's Awakening DX;GameBoy;2,38;0,18;2,38;0,14
4231;FIFA 15;PlayStation 4;1,45;2,04;1,7;2,47
4232;Armorines: Project S.W.A.R.M.;Nintendo 64;3,64;3,22;3;2,89
4233;Dragon Ball Z: Burst Limit;XBox 360;2,14;2,39;2,06;2,55
4234;Whacked!;XBox;1,96;2,25;1,7;0,02
4235;Archer Maclean Presents: Pool Paradise;GameBoy Color;2,18;0,66;2,33;2,36
4236;NickToons: Racing;PlayStation;1,76;2,41;0,17;1,84
4237;F1 Challenge;Sega Saturn;1,81;2,09;1,77;0,23
4238;Zoo Quest: Puzzle Fun!;Nintendo DS;0,07;2,41;1,19;2,09
4239;Need for Speed: The Run;XBox 360;1,9;2,15;1,73;2,29
4240;The King of Fighters '97;PlayStation;2,04;2,13;0,02;1,51
4241;Virtua Striker 2002;GameBoy Color;1,25;0,02;2,11;1,08
4242;Rayman 10th Anniversary;GameBoy Advance;2,99;2,58;1,03;1,81
4243;Virtua Tennis 2009;Nintendo Wii;2,16;2,79;2,1;2,62
4244;Quo Vadis;Sega Saturn;2,53;2,13;1,95;0,21
4245;Famicom Mini: Wrecking Crew;GameBoy Advance;1,11;1,63;2,22;0,96
4246;Gale Racer;Sega Saturn;1,73;2,46;2,36;0,01
4247;Super Formation Soccer 94;Super Nintendo;2,85;2,18;2,59;1,06
4248;Medarot: Kabuto / Kuwagata Version;GameBoy;2,54;0,29;2,07;0,15
4249;Hermie Hopperhead: Scrap Panic;PlayStation;1,72;1,97;0,2;1,71
4250;Lunacy;Sega Saturn;2,16;1,96;1,85;0,07
4251;Donkey Kong;Nintendo;3,53;2,95;0,08;0,22
4252;Monster Jam: Urban Assault;Nintendo Wii;1,77;2,07;3,43;2,1
4253;ESPN NFL Football;XBox;1,9;3,05;2,37;0,81
4254;The Golf Club;XBox One;0,13;1,48;1,35;2,23
4255;The King of Fighters XIV;PlayStation 4;2,23;2,56;1,88;2,84
4256;Rec Room Games;Nintendo DS;0,11;1,88;1,58;1,57
